2022-07-11 09:16:42,648 - utils - INFO - epoch: 0, step: 0, eta: 00:56:00, gen loss: 18.04030990600586, adv_loss: 0, dis loss: 0
2022-07-11 14:24:42,847 - utils - INFO - epoch: 6, step: 900, eta: 00:09:05, gen loss: 0.7857401967048645, adv_loss: 0, dis loss: 0
2022-07-11 14:25:58,341 - utils - INFO - epoch: 6, step: 950, eta: 00:07:51, gen loss: 0.9346462488174438, adv_loss: 0, dis loss: 0
2022-07-11 14:27:12,875 - utils - INFO - epoch: 6, step: 1000, eta: 00:06:37, gen loss: 0.9354889988899231, adv_loss: 0, dis loss: 0
2022-07-11 14:28:26,646 - utils - INFO - epoch: 6, step: 1050, eta: 00:05:22, gen loss: 0.8628982305526733, adv_loss: 0, dis loss: 0
2022-07-11 14:29:40,695 - utils - INFO - epoch: 6, step: 1100, eta: 00:04:08, gen loss: 0.9008269309997559, adv_loss: 0, dis loss: 0
2022-07-11 14:30:54,188 - utils - INFO - epoch: 6, step: 1150, eta: 00:02:53, gen loss: 0.8635776042938232, adv_loss: 0, dis loss: 0
2022-07-11 14:32:08,408 - utils - INFO - epoch: 6, step: 1200, eta: 00:01:39, gen loss: 0.8486090898513794, adv_loss: 0, dis loss: 0
2022-07-11 14:33:22,862 - utils - INFO - epoch: 6, step: 1250, eta: 00:00:25, gen loss: 0.8709629774093628, adv_loss: 0, dis loss: 0
2022-07-11 14:50:58,854 - utils - INFO - epoch: 6, loss: 0.7856910824775696, mae: 9.682852707761212, ssim: 0.9316699975739158, psnr: 25.070178893820835
2022-07-11 14:51:00,772 - utils - INFO - epoch: 7, step: 0, eta: 00:29:09, gen loss: 0.915116548538208, adv_loss: 0, dis loss: 0
2022-07-11 14:52:11,655 - utils - INFO - epoch: 7, step: 50, eta: 00:29:18, gen loss: 0.8451419472694397, adv_loss: 0, dis loss: 0
2022-07-11 14:53:22,968 - utils - INFO - epoch: 7, step: 100, eta: 00:27:55, gen loss: 0.9246187806129456, adv_loss: 0, dis loss: 0
2022-07-11 14:54:34,720 - utils - INFO - epoch: 7, step: 150, eta: 00:26:43, gen loss: 0.8705867528915405, adv_loss: 0, dis loss: 0
2022-07-11 14:55:46,101 - utils - INFO - epoch: 7, step: 200, eta: 00:25:29, gen loss: 0.7977374792098999, adv_loss: 0, dis loss: 0
2022-07-11 14:56:58,170 - utils - INFO - epoch: 7, step: 250, eta: 00:24:19, gen loss: 0.9131314158439636, adv_loss: 0, dis loss: 0
2022-07-11 14:58:09,118 - utils - INFO - epoch: 7, step: 300, eta: 00:23:05, gen loss: 0.8782861828804016, adv_loss: 0, dis loss: 0
2022-07-11 14:59:20,679 - utils - INFO - epoch: 7, step: 350, eta: 00:21:53, gen loss: 0.880232036113739, adv_loss: 0, dis loss: 0
2022-07-11 15:00:32,530 - utils - INFO - epoch: 7, step: 400, eta: 00:20:42, gen loss: 0.7653569579124451, adv_loss: 0, dis loss: 0
2022-07-11 15:01:44,472 - utils - INFO - epoch: 7, step: 450, eta: 00:19:31, gen loss: 0.8469944000244141, adv_loss: 0, dis loss: 0
2022-07-11 15:02:56,395 - utils - INFO - epoch: 7, step: 500, eta: 00:18:19, gen loss: 0.8782139420509338, adv_loss: 0, dis loss: 0
2022-07-11 15:04:07,518 - utils - INFO - epoch: 7, step: 550, eta: 00:17:07, gen loss: 0.8528004288673401, adv_loss: 0, dis loss: 0
2022-07-11 15:05:18,556 - utils - INFO - epoch: 7, step: 600, eta: 00:15:55, gen loss: 0.8487060070037842, adv_loss: 0, dis loss: 0
2022-07-11 15:06:28,843 - utils - INFO - epoch: 7, step: 650, eta: 00:14:42, gen loss: 0.955582857131958, adv_loss: 0, dis loss: 0
2022-07-11 15:07:38,984 - utils - INFO - epoch: 7, step: 700, eta: 00:13:29, gen loss: 0.849449098110199, adv_loss: 0, dis loss: 0
2022-07-11 15:08:49,244 - utils - INFO - epoch: 7, step: 750, eta: 00:12:17, gen loss: 0.8108881711959839, adv_loss: 0, dis loss: 0
2022-07-11 15:09:59,314 - utils - INFO - epoch: 7, step: 800, eta: 00:11:05, gen loss: 0.8363239169120789, adv_loss: 0, dis loss: 0
2022-07-11 15:11:08,874 - utils - INFO - epoch: 7, step: 850, eta: 00:09:53, gen loss: 0.8950104713439941, adv_loss: 0, dis loss: 0
2022-07-11 15:12:19,011 - utils - INFO - epoch: 7, step: 900, eta: 00:08:41, gen loss: 0.8889378309249878, adv_loss: 0, dis loss: 0
2022-07-11 15:13:29,197 - utils - INFO - epoch: 7, step: 950, eta: 00:07:30, gen loss: 0.7612286806106567, adv_loss: 0, dis loss: 0
2022-07-11 15:14:39,548 - utils - INFO - epoch: 7, step: 1000, eta: 00:06:19, gen loss: 0.75176602602005, adv_loss: 0, dis loss: 0
2022-07-11 15:15:49,869 - utils - INFO - epoch: 7, step: 1050, eta: 00:05:08, gen loss: 0.8408883213996887, adv_loss: 0, dis loss: 0
2022-07-11 15:16:59,899 - utils - INFO - epoch: 7, step: 1100, eta: 00:03:56, gen loss: 0.7507248520851135, adv_loss: 0, dis loss: 0
2022-07-11 15:18:09,835 - utils - INFO - epoch: 7, step: 1150, eta: 00:02:45, gen loss: 0.8562870025634766, adv_loss: 0, dis loss: 0
2022-07-11 15:19:19,978 - utils - INFO - epoch: 7, step: 1200, eta: 00:01:34, gen loss: 0.852106511592865, adv_loss: 0, dis loss: 0
2022-07-11 15:20:30,397 - utils - INFO - epoch: 7, step: 1250, eta: 00:00:24, gen loss: 0.7917898893356323, adv_loss: 0, dis loss: 0
2022-07-11 15:38:32,168 - utils - INFO - epoch: 7, loss: 0.7842684984207153, mae: 9.490594032992016, ssim: 0.9336236780826492, psnr: 25.205206783726705
2022-07-11 15:38:34,210 - utils - INFO - epoch: 8, step: 0, eta: 00:31:33, gen loss: 0.7778151035308838, adv_loss: 0, dis loss: 0
2022-07-11 15:39:47,979 - utils - INFO - epoch: 8, step: 50, eta: 00:30:31, gen loss: 0.8074372410774231, adv_loss: 0, dis loss: 0
2022-07-11 15:41:01,275 - utils - INFO - epoch: 8, step: 100, eta: 00:28:53, gen loss: 0.9030066728591919, adv_loss: 0, dis loss: 0
2022-07-11 15:42:14,905 - utils - INFO - epoch: 8, step: 150, eta: 00:27:34, gen loss: 0.7888102531433105, adv_loss: 0, dis loss: 0
2022-07-11 15:43:29,711 - utils - INFO - epoch: 8, step: 200, eta: 00:26:24, gen loss: 0.8569841980934143, adv_loss: 0, dis loss: 0
2022-07-11 15:44:44,923 - utils - INFO - epoch: 8, step: 250, eta: 00:25:14, gen loss: 0.7545586228370667, adv_loss: 0, dis loss: 0
2022-07-11 15:46:00,477 - utils - INFO - epoch: 8, step: 300, eta: 00:24:03, gen loss: 0.829966127872467, adv_loss: 0, dis loss: 0
2022-07-11 15:47:15,160 - utils - INFO - epoch: 8, step: 350, eta: 00:22:48, gen loss: 0.8059262633323669, adv_loss: 0, dis loss: 0
2022-07-11 15:48:28,685 - utils - INFO - epoch: 8, step: 400, eta: 00:21:31, gen loss: 0.8147830963134766, adv_loss: 0, dis loss: 0
2022-07-11 15:49:41,532 - utils - INFO - epoch: 8, step: 450, eta: 00:20:14, gen loss: 0.8385675549507141, adv_loss: 0, dis loss: 0
2022-07-11 15:50:54,183 - utils - INFO - epoch: 8, step: 500, eta: 00:18:57, gen loss: 0.7952864170074463, adv_loss: 0, dis loss: 0
2022-07-11 15:52:07,247 - utils - INFO - epoch: 8, step: 550, eta: 00:17:41, gen loss: 0.8100714683532715, adv_loss: 0, dis loss: 0
2022-07-11 15:53:19,322 - utils - INFO - epoch: 8, step: 600, eta: 00:16:25, gen loss: 0.792979896068573, adv_loss: 0, dis loss: 0
2022-07-11 15:54:32,356 - utils - INFO - epoch: 8, step: 650, eta: 00:15:10, gen loss: 0.77821946144104, adv_loss: 0, dis loss: 0
2022-07-11 15:55:44,971 - utils - INFO - epoch: 8, step: 700, eta: 00:13:56, gen loss: 0.8608003854751587, adv_loss: 0, dis loss: 0
2022-07-11 15:56:57,637 - utils - INFO - epoch: 8, step: 750, eta: 00:12:41, gen loss: 0.755241334438324, adv_loss: 0, dis loss: 0
2022-07-11 15:58:09,767 - utils - INFO - epoch: 8, step: 800, eta: 00:11:27, gen loss: 0.8059900403022766, adv_loss: 0, dis loss: 0
2022-07-11 15:59:21,734 - utils - INFO - epoch: 8, step: 850, eta: 00:10:12, gen loss: 0.8199080228805542, adv_loss: 0, dis loss: 0
2022-07-11 16:00:33,904 - utils - INFO - epoch: 8, step: 900, eta: 00:08:58, gen loss: 0.7549103498458862, adv_loss: 0, dis loss: 0
2022-07-11 16:01:46,393 - utils - INFO - epoch: 8, step: 950, eta: 00:07:45, gen loss: 0.8500710725784302, adv_loss: 0, dis loss: 0
2022-07-11 16:02:58,601 - utils - INFO - epoch: 8, step: 1000, eta: 00:06:31, gen loss: 0.7765822410583496, adv_loss: 0, dis loss: 0
2022-07-11 16:04:10,749 - utils - INFO - epoch: 8, step: 1050, eta: 00:05:17, gen loss: 0.7500040531158447, adv_loss: 0, dis loss: 0
2022-07-11 16:05:22,247 - utils - INFO - epoch: 8, step: 1100, eta: 00:04:04, gen loss: 0.8140246272087097, adv_loss: 0, dis loss: 0
2022-07-11 16:06:33,645 - utils - INFO - epoch: 8, step: 1150, eta: 00:02:51, gen loss: 0.7620140910148621, adv_loss: 0, dis loss: 0
2022-07-11 16:07:44,000 - utils - INFO - epoch: 8, step: 1200, eta: 00:01:37, gen loss: 0.8164376616477966, adv_loss: 0, dis loss: 0
2022-07-11 16:08:54,561 - utils - INFO - epoch: 8, step: 1250, eta: 00:00:24, gen loss: 0.8109333515167236, adv_loss: 0, dis loss: 0
2022-07-11 16:26:27,632 - utils - INFO - epoch: 8, loss: 0.7188247442245483, mae: 9.227191662445923, ssim: 0.9359489833487342, psnr: 25.337752846431414
2022-07-11 16:26:29,712 - utils - INFO - epoch: 9, step: 0, eta: 00:30:31, gen loss: 0.7671518921852112, adv_loss: 0, dis loss: 0
2022-07-11 16:27:40,253 - utils - INFO - epoch: 9, step: 50, eta: 00:29:12, gen loss: 0.7865610718727112, adv_loss: 0, dis loss: 0
2022-07-11 16:28:50,252 - utils - INFO - epoch: 9, step: 100, eta: 00:27:36, gen loss: 0.8331844806671143, adv_loss: 0, dis loss: 0
2022-07-11 16:30:00,388 - utils - INFO - epoch: 9, step: 150, eta: 00:26:19, gen loss: 0.7924115657806396, adv_loss: 0, dis loss: 0
2022-07-11 16:31:10,791 - utils - INFO - epoch: 9, step: 200, eta: 00:25:07, gen loss: 0.7457281351089478, adv_loss: 0, dis loss: 0
2022-07-11 16:32:21,348 - utils - INFO - epoch: 9, step: 250, eta: 00:23:56, gen loss: 0.7197319865226746, adv_loss: 0, dis loss: 0
2022-07-11 16:33:31,721 - utils - INFO - epoch: 9, step: 300, eta: 00:22:44, gen loss: 0.8465882539749146, adv_loss: 0, dis loss: 0
2022-07-11 16:34:42,284 - utils - INFO - epoch: 9, step: 350, eta: 00:21:34, gen loss: 0.7919342517852783, adv_loss: 0, dis loss: 0
2022-07-11 16:35:52,862 - utils - INFO - epoch: 9, step: 400, eta: 00:20:23, gen loss: 0.79253089427948, adv_loss: 0, dis loss: 0
2022-07-11 16:37:03,326 - utils - INFO - epoch: 9, step: 450, eta: 00:19:12, gen loss: 0.7822977304458618, adv_loss: 0, dis loss: 0
2022-07-11 16:38:13,623 - utils - INFO - epoch: 9, step: 500, eta: 00:18:02, gen loss: 0.779134213924408, adv_loss: 0, dis loss: 0
2022-07-11 16:39:23,483 - utils - INFO - epoch: 9, step: 550, eta: 00:16:50, gen loss: 0.7416619658470154, adv_loss: 0, dis loss: 0
2022-07-11 16:40:33,304 - utils - INFO - epoch: 9, step: 600, eta: 00:15:39, gen loss: 0.8047249913215637, adv_loss: 0, dis loss: 0
2022-07-11 16:41:42,860 - utils - INFO - epoch: 9, step: 650, eta: 00:14:28, gen loss: 0.9268390536308289, adv_loss: 0, dis loss: 0
2022-07-11 16:42:53,204 - utils - INFO - epoch: 9, step: 700, eta: 00:13:17, gen loss: 0.7478455305099487, adv_loss: 0, dis loss: 0
2022-07-11 16:44:04,134 - utils - INFO - epoch: 9, step: 750, eta: 00:12:07, gen loss: 0.8438752889633179, adv_loss: 0, dis loss: 0
2022-07-11 16:45:14,668 - utils - INFO - epoch: 9, step: 800, eta: 00:10:57, gen loss: 0.7430191040039062, adv_loss: 0, dis loss: 0
2022-07-11 16:46:28,557 - utils - INFO - epoch: 9, step: 850, eta: 00:09:48, gen loss: 0.8011839389801025, adv_loss: 0, dis loss: 0
2022-07-11 16:47:44,075 - utils - INFO - epoch: 9, step: 900, eta: 00:08:40, gen loss: 0.8122332096099854, adv_loss: 0, dis loss: 0
2022-07-11 16:48:58,259 - utils - INFO - epoch: 9, step: 950, eta: 00:07:30, gen loss: 0.7302104234695435, adv_loss: 0, dis loss: 0
2022-07-11 16:50:12,973 - utils - INFO - epoch: 9, step: 1000, eta: 00:06:20, gen loss: 0.7290555834770203, adv_loss: 0, dis loss: 0
2022-07-11 16:51:27,985 - utils - INFO - epoch: 9, step: 1050, eta: 00:05:09, gen loss: 0.8325490355491638, adv_loss: 0, dis loss: 0
2022-07-11 16:52:43,593 - utils - INFO - epoch: 9, step: 1100, eta: 00:03:59, gen loss: 0.7572692036628723, adv_loss: 0, dis loss: 0
2022-07-11 16:53:59,077 - utils - INFO - epoch: 9, step: 1150, eta: 00:02:47, gen loss: 0.8203204274177551, adv_loss: 0, dis loss: 0
2022-07-11 16:55:14,338 - utils - INFO - epoch: 9, step: 1200, eta: 00:01:36, gen loss: 0.754884660243988, adv_loss: 0, dis loss: 0
2022-07-11 16:56:28,934 - utils - INFO - epoch: 9, step: 1250, eta: 00:00:24, gen loss: 0.7756282687187195, adv_loss: 0, dis loss: 0
2022-07-11 17:14:17,522 - utils - INFO - epoch: 9, loss: 0.7501983046531677, mae: 9.046752979856416, ssim: 0.9376197321953894, psnr: 25.432154095730958
2022-07-11 17:14:19,489 - utils - INFO - epoch: 10, step: 0, eta: 00:30:18, gen loss: 0.7605262398719788, adv_loss: 0, dis loss: 0
2022-07-11 17:15:32,319 - utils - INFO - epoch: 10, step: 50, eta: 00:30:07, gen loss: 0.7894425988197327, adv_loss: 0, dis loss: 0
2022-07-11 17:16:44,512 - utils - INFO - epoch: 10, step: 100, eta: 00:28:29, gen loss: 0.8736002445220947, adv_loss: 0, dis loss: 0
2022-07-11 17:17:55,887 - utils - INFO - epoch: 10, step: 150, eta: 00:27:02, gen loss: 0.7688313722610474, adv_loss: 0, dis loss: 0
2022-07-11 17:19:07,233 - utils - INFO - epoch: 10, step: 200, eta: 00:25:42, gen loss: 0.7835099101066589, adv_loss: 0, dis loss: 0
2022-07-11 17:20:18,768 - utils - INFO - epoch: 10, step: 250, eta: 00:24:27, gen loss: 0.8056951761245728, adv_loss: 0, dis loss: 0
2022-07-11 17:21:29,900 - utils - INFO - epoch: 10, step: 300, eta: 00:23:11, gen loss: 0.7663069367408752, adv_loss: 0, dis loss: 0
2022-07-11 17:22:41,318 - utils - INFO - epoch: 10, step: 350, eta: 00:21:58, gen loss: 0.7399504780769348, adv_loss: 0, dis loss: 0
2022-07-11 17:23:52,448 - utils - INFO - epoch: 10, step: 400, eta: 00:20:45, gen loss: 0.7701820135116577, adv_loss: 0, dis loss: 0
2022-07-11 17:25:03,123 - utils - INFO - epoch: 10, step: 450, eta: 00:19:31, gen loss: 0.7446582317352295, adv_loss: 0, dis loss: 0
2022-07-11 17:26:13,560 - utils - INFO - epoch: 10, step: 500, eta: 00:18:17, gen loss: 0.8274161219596863, adv_loss: 0, dis loss: 0
2022-07-11 17:27:24,543 - utils - INFO - epoch: 10, step: 550, eta: 00:17:05, gen loss: 0.7746670842170715, adv_loss: 0, dis loss: 0
2022-07-11 17:28:35,388 - utils - INFO - epoch: 10, step: 600, eta: 00:15:53, gen loss: 0.7222338914871216, adv_loss: 0, dis loss: 0
2022-07-11 17:29:46,268 - utils - INFO - epoch: 10, step: 650, eta: 00:14:41, gen loss: 0.7786000370979309, adv_loss: 0, dis loss: 0
2022-07-11 17:30:56,514 - utils - INFO - epoch: 10, step: 700, eta: 00:13:28, gen loss: 0.767101526260376, adv_loss: 0, dis loss: 0
2022-07-11 17:32:06,352 - utils - INFO - epoch: 10, step: 750, eta: 00:12:16, gen loss: 0.8056107759475708, adv_loss: 0, dis loss: 0
2022-07-11 17:33:17,186 - utils - INFO - epoch: 10, step: 800, eta: 00:11:04, gen loss: 0.762584388256073, adv_loss: 0, dis loss: 0
2022-07-11 17:34:28,902 - utils - INFO - epoch: 10, step: 850, eta: 00:09:54, gen loss: 0.7385329604148865, adv_loss: 0, dis loss: 0
2022-07-11 17:35:40,619 - utils - INFO - epoch: 10, step: 900, eta: 00:08:43, gen loss: 0.8271571397781372, adv_loss: 0, dis loss: 0
2022-07-11 17:36:52,048 - utils - INFO - epoch: 10, step: 950, eta: 00:07:31, gen loss: 0.712371826171875, adv_loss: 0, dis loss: 0
2022-07-11 17:38:03,783 - utils - INFO - epoch: 10, step: 1000, eta: 00:06:20, gen loss: 0.7956486940383911, adv_loss: 0, dis loss: 0
2022-07-11 17:39:15,774 - utils - INFO - epoch: 10, step: 1050, eta: 00:05:09, gen loss: 0.7064235806465149, adv_loss: 0, dis loss: 0
2022-07-11 17:40:27,605 - utils - INFO - epoch: 10, step: 1100, eta: 00:03:58, gen loss: 0.757703423500061, adv_loss: 0, dis loss: 0
2022-07-11 17:41:38,665 - utils - INFO - epoch: 10, step: 1150, eta: 00:02:46, gen loss: 0.7523878812789917, adv_loss: 0, dis loss: 0
2022-07-11 17:42:50,275 - utils - INFO - epoch: 10, step: 1200, eta: 00:01:35, gen loss: 0.7844719886779785, adv_loss: 0, dis loss: 0
2022-07-11 17:44:01,553 - utils - INFO - epoch: 10, step: 1250, eta: 00:00:24, gen loss: 0.7321199178695679, adv_loss: 0, dis loss: 0
2022-07-11 18:01:39,525 - utils - INFO - epoch: 10, loss: 0.7110983729362488, mae: 8.905950317468887, ssim: 0.9395097328442413, psnr: 25.56979111770405
2022-07-11 18:01:41,589 - utils - INFO - epoch: 11, step: 0, eta: 00:30:26, gen loss: 0.7521489262580872, adv_loss: 0, dis loss: 0
2022-07-11 18:02:51,353 - utils - INFO - epoch: 11, step: 50, eta: 00:28:53, gen loss: 0.7515156269073486, adv_loss: 0, dis loss: 0
2022-07-11 18:04:01,212 - utils - INFO - epoch: 11, step: 100, eta: 00:27:26, gen loss: 0.7680525183677673, adv_loss: 0, dis loss: 0
2022-07-11 18:05:11,375 - utils - INFO - epoch: 11, step: 150, eta: 00:26:12, gen loss: 0.7989968657493591, adv_loss: 0, dis loss: 0
2022-07-11 18:06:21,075 - utils - INFO - epoch: 11, step: 200, eta: 00:24:58, gen loss: 0.7732888460159302, adv_loss: 0, dis loss: 0
2022-07-11 18:07:31,127 - utils - INFO - epoch: 11, step: 250, eta: 00:23:47, gen loss: 0.7170845866203308, adv_loss: 0, dis loss: 0
2022-07-11 18:08:41,267 - utils - INFO - epoch: 11, step: 300, eta: 00:22:37, gen loss: 0.7180076837539673, adv_loss: 0, dis loss: 0
2022-07-11 18:09:52,179 - utils - INFO - epoch: 11, step: 350, eta: 00:21:29, gen loss: 0.7266406416893005, adv_loss: 0, dis loss: 0
2022-07-11 18:11:06,829 - utils - INFO - epoch: 11, step: 400, eta: 00:20:28, gen loss: 0.8434047698974609, adv_loss: 0, dis loss: 0
2022-07-11 18:12:20,523 - utils - INFO - epoch: 11, step: 450, eta: 00:19:22, gen loss: 0.7415297627449036, adv_loss: 0, dis loss: 0
2022-07-11 18:13:33,792 - utils - INFO - epoch: 11, step: 500, eta: 00:18:14, gen loss: 0.7754115462303162, adv_loss: 0, dis loss: 0
2022-07-11 18:14:48,466 - utils - INFO - epoch: 11, step: 550, eta: 00:17:07, gen loss: 0.8309698700904846, adv_loss: 0, dis loss: 0
2022-07-11 18:16:03,659 - utils - INFO - epoch: 11, step: 600, eta: 00:15:59, gen loss: 0.7379513382911682, adv_loss: 0, dis loss: 0
2022-07-11 18:17:18,923 - utils - INFO - epoch: 11, step: 650, eta: 00:14:51, gen loss: 0.7672640681266785, adv_loss: 0, dis loss: 0
2022-07-11 18:18:33,786 - utils - INFO - epoch: 11, step: 700, eta: 00:13:41, gen loss: 0.7807406187057495, adv_loss: 0, dis loss: 0
2022-07-11 18:19:47,623 - utils - INFO - epoch: 11, step: 750, eta: 00:12:29, gen loss: 0.7239081263542175, adv_loss: 0, dis loss: 0
2022-07-11 18:21:01,167 - utils - INFO - epoch: 11, step: 800, eta: 00:11:17, gen loss: 0.8002905249595642, adv_loss: 0, dis loss: 0
2022-07-11 18:22:14,802 - utils - INFO - epoch: 11, step: 850, eta: 00:10:05, gen loss: 0.7652759552001953, adv_loss: 0, dis loss: 0
2022-07-11 18:23:28,939 - utils - INFO - epoch: 11, step: 900, eta: 00:08:53, gen loss: 0.7994253635406494, adv_loss: 0, dis loss: 0
2022-07-11 18:24:43,169 - utils - INFO - epoch: 11, step: 950, eta: 00:07:41, gen loss: 0.7957407832145691, adv_loss: 0, dis loss: 0
2022-07-11 18:25:56,793 - utils - INFO - epoch: 11, step: 1000, eta: 00:06:28, gen loss: 0.7772303819656372, adv_loss: 0, dis loss: 0
2022-07-11 18:27:10,864 - utils - INFO - epoch: 11, step: 1050, eta: 00:05:16, gen loss: 0.7119094133377075, adv_loss: 0, dis loss: 0
2022-07-11 18:28:25,109 - utils - INFO - epoch: 11, step: 1100, eta: 00:04:03, gen loss: 0.7888743877410889, adv_loss: 0, dis loss: 0
2022-07-11 18:29:39,388 - utils - INFO - epoch: 11, step: 1150, eta: 00:02:50, gen loss: 0.7290698289871216, adv_loss: 0, dis loss: 0
2022-07-11 18:30:53,570 - utils - INFO - epoch: 11, step: 1200, eta: 00:01:37, gen loss: 0.7390117645263672, adv_loss: 0, dis loss: 0
2022-07-11 18:32:07,037 - utils - INFO - epoch: 11, step: 1250, eta: 00:00:24, gen loss: 0.7885144948959351, adv_loss: 0, dis loss: 0
2022-07-11 18:50:06,535 - utils - INFO - epoch: 11, loss: 0.709291934967041, mae: 8.711214665378197, ssim: 0.9398809076556307, psnr: 25.644838067848216
2022-07-11 18:50:08,521 - utils - INFO - epoch: 12, step: 0, eta: 00:31:06, gen loss: 0.7504637241363525, adv_loss: 0, dis loss: 0
2022-07-11 18:51:19,160 - utils - INFO - epoch: 12, step: 50, eta: 00:29:15, gen loss: 0.7814284563064575, adv_loss: 0, dis loss: 0
2022-07-11 18:52:30,135 - utils - INFO - epoch: 12, step: 100, eta: 00:27:49, gen loss: 0.7487248778343201, adv_loss: 0, dis loss: 0
2022-07-11 18:53:41,001 - utils - INFO - epoch: 12, step: 150, eta: 00:26:33, gen loss: 0.7754870653152466, adv_loss: 0, dis loss: 0
2022-07-11 18:54:51,850 - utils - INFO - epoch: 12, step: 200, eta: 00:25:19, gen loss: 0.690811038017273, adv_loss: 0, dis loss: 0
2022-07-11 18:56:02,582 - utils - INFO - epoch: 12, step: 250, eta: 00:24:06, gen loss: 0.7307209372520447, adv_loss: 0, dis loss: 0
2022-07-11 18:57:14,041 - utils - INFO - epoch: 12, step: 300, eta: 00:22:56, gen loss: 0.76051265001297, adv_loss: 0, dis loss: 0
2022-07-11 18:58:25,506 - utils - INFO - epoch: 12, step: 350, eta: 00:21:45, gen loss: 0.7461338639259338, adv_loss: 0, dis loss: 0
2022-07-11 18:59:36,493 - utils - INFO - epoch: 12, step: 400, eta: 00:20:34, gen loss: 0.7476299405097961, adv_loss: 0, dis loss: 0
2022-07-11 19:00:48,051 - utils - INFO - epoch: 12, step: 450, eta: 00:19:23, gen loss: 0.7045974135398865, adv_loss: 0, dis loss: 0
2022-07-11 19:01:59,955 - utils - INFO - epoch: 12, step: 500, eta: 00:18:13, gen loss: 0.7529873251914978, adv_loss: 0, dis loss: 0
2022-07-11 19:03:11,900 - utils - INFO - epoch: 12, step: 550, eta: 00:17:03, gen loss: 0.7405939698219299, adv_loss: 0, dis loss: 0
2022-07-11 19:04:23,679 - utils - INFO - epoch: 12, step: 600, eta: 00:15:52, gen loss: 0.7562354207038879, adv_loss: 0, dis loss: 0
2022-07-11 19:05:34,785 - utils - INFO - epoch: 12, step: 650, eta: 00:14:40, gen loss: 0.7656381726264954, adv_loss: 0, dis loss: 0
2022-07-11 19:06:46,941 - utils - INFO - epoch: 12, step: 700, eta: 00:13:29, gen loss: 0.7842969298362732, adv_loss: 0, dis loss: 0
2022-07-11 19:07:59,179 - utils - INFO - epoch: 12, step: 750, eta: 00:12:19, gen loss: 0.6857548356056213, adv_loss: 0, dis loss: 0
2022-07-11 19:09:11,531 - utils - INFO - epoch: 12, step: 800, eta: 00:11:08, gen loss: 0.7405913472175598, adv_loss: 0, dis loss: 0
2022-07-11 19:10:23,568 - utils - INFO - epoch: 12, step: 850, eta: 00:09:56, gen loss: 0.6974135041236877, adv_loss: 0, dis loss: 0
2022-07-11 19:11:35,169 - utils - INFO - epoch: 12, step: 900, eta: 00:08:45, gen loss: 0.6956236362457275, adv_loss: 0, dis loss: 0
2022-07-11 19:12:47,049 - utils - INFO - epoch: 12, step: 950, eta: 00:07:33, gen loss: 0.7112245559692383, adv_loss: 0, dis loss: 0
2022-07-11 19:13:58,125 - utils - INFO - epoch: 12, step: 1000, eta: 00:06:22, gen loss: 0.6817125678062439, adv_loss: 0, dis loss: 0
2022-07-11 19:15:08,605 - utils - INFO - epoch: 12, step: 1050, eta: 00:05:10, gen loss: 0.7634714841842651, adv_loss: 0, dis loss: 0
2022-07-11 19:16:19,377 - utils - INFO - epoch: 12, step: 1100, eta: 00:03:58, gen loss: 0.7691145539283752, adv_loss: 0, dis loss: 0
2022-07-11 19:17:30,292 - utils - INFO - epoch: 12, step: 1150, eta: 00:02:47, gen loss: 0.8082053661346436, adv_loss: 0, dis loss: 0
2022-07-11 19:18:41,250 - utils - INFO - epoch: 12, step: 1200, eta: 00:01:35, gen loss: 0.7728794813156128, adv_loss: 0, dis loss: 0
2022-07-11 19:19:51,907 - utils - INFO - epoch: 12, step: 1250, eta: 00:00:24, gen loss: 0.7549692988395691, adv_loss: 0, dis loss: 0
2022-07-11 19:37:54,908 - utils - INFO - epoch: 12, loss: 0.6602675318717957, mae: 8.717019566774837, ssim: 0.9408236831847866, psnr: 25.674404640135606
2022-07-11 19:37:57,022 - utils - INFO - epoch: 13, step: 0, eta: 00:31:40, gen loss: 0.6986465454101562, adv_loss: 0, dis loss: 0
2022-07-11 19:39:11,265 - utils - INFO - epoch: 13, step: 50, eta: 00:30:43, gen loss: 0.738213837146759, adv_loss: 0, dis loss: 0
2022-07-11 19:40:25,835 - utils - INFO - epoch: 13, step: 100, eta: 00:29:14, gen loss: 0.7841640710830688, adv_loss: 0, dis loss: 0
2022-07-11 19:41:40,600 - utils - INFO - epoch: 13, step: 150, eta: 00:27:56, gen loss: 0.7664890289306641, adv_loss: 0, dis loss: 0
2022-07-11 19:42:55,607 - utils - INFO - epoch: 13, step: 200, eta: 00:26:40, gen loss: 0.7419498562812805, adv_loss: 0, dis loss: 0
2022-07-11 19:44:10,840 - utils - INFO - epoch: 13, step: 250, eta: 00:25:26, gen loss: 0.6805389523506165, adv_loss: 0, dis loss: 0
2022-07-11 19:45:25,514 - utils - INFO - epoch: 13, step: 300, eta: 00:24:10, gen loss: 0.7496621608734131, adv_loss: 0, dis loss: 0
2022-07-11 19:46:40,622 - utils - INFO - epoch: 13, step: 350, eta: 00:22:55, gen loss: 0.7360004186630249, adv_loss: 0, dis loss: 0
2022-07-11 19:47:55,253 - utils - INFO - epoch: 13, step: 400, eta: 00:21:39, gen loss: 0.8154363632202148, adv_loss: 0, dis loss: 0
